"Time [ms]","Steel_1008 [Wb]","Steel_1008_NoEddy [Wb]","SS430 [Wb]"
35.6,4.18712585791595,5.28344924422555,4.819901389687
35.7,4.1958849585512,5.29631655755271,4.82979829855494
35.8,4.20462726515424,5.3091630278737,4.83966183025043
35.9,4.21335282318811,5.32198859347328,4.84949194175649
36,4.22206167894697,5.33479319023161,4.85928859040587
36.1,4.23075387952041,5.34757675162117,4.86905173398851
36.2,4.23942947276259,5.36033920872292,4.87878133074522
36.3,4.2480885072587,5.37308049015388,4.88847733942007
36.4,4.25673103227147,5.38580052211332,4.89813971923316
36.5,4.26535709770019,5.39849922839922,4.90776842988538
36.6,4.27396675403162,5.41117653049281,4.91736343149221
36.7,4.28256005228686,5.42383234767305,4.92692468459165
36.8,4.29113704395017,5.43646659703384,4.93645215009351
36.9,4.29969778090617,5.44907919395443,4.94594578879696
37,4.30824231538289,5.46167005269904,4.95540555859246
37.1,4.31677069988348,5.47423908760752,4.96483140781151
37.2,4.32528298710582,5.48678621472293,4.97422327964633
37.3,4.33377922985852,5.4993113531574,4.98358111445241
37.4,4.34225948096099,5.51181442299188,4.9929048506088
37.5,4.35072379312498,5.52429534268812,5.00219442511962
37.6000000000001,4.35917221888229,5.53675402760098,5.0114497739789
37.7000000000001,4.36760481047102,5.54919039029205,5.02067083259339
37.8000000000001,4.37602161972948,5.56160434028769,5.02985753595659
37.9000000000001,4.38442269800319,5.57399578372704,5.03900981897912
38.0000000000001,4.39280809606575,5.58636462307087,5.04812761655534
38.1000000000001,4.40117786407173,5.59871075678123,5.057210863838
38.2000000000001,4.40953205156316,5.61103407909501,5.06625949634748
38.3000000000001,4.41787070745693,5.62333447935488,5.07527345015855
38.4000000000001,4.42619388004754,5.6356118422411,5.08425266199677
38.5000000000001,4.43450161701335,5.64786604862464,5.09319706932481
38.6000000000001,4.44279396543632,5.66009697604402,5.10210661045571
38.7000000000001,4.45107097182918,5.67230449834296,5.11098122463941
38.8000000000001,4.45933268216352,5.68448848551837,5.11982085216752
38.9000000000001,4.467579141908,5.69664880357649,5.12862543441494
39.0000000000001,4.47581039606203,5.70878531454475,5.13739491390327
39.1000000000001,4.48402648919639,5.72089787632369,5.1461292343196
39.2000000000001,4.49222746549872,5.73298634266325,5.15482834051909
39.3000000000001,4.50041336876198,5.74505056320145,5.16349217864008
39.4000000000001,4.50858424238282,5.75709038342761,5.17212069612402
39.5000000000001,4.51674012934457,5.76910564458888,5.18071384169193
39.6000000000001,4.52488107219123,5.78109618376195,5.18927156532877
39.7000000000001,4.53300711300063,5.79306183389983,5.19779381823441
39.8000000000001,4.54111829334158,5.80500242386318,5.20628055298822
39.9000000000001,4.54921465421233,5.81691777852911,5.214731723565
40,4.55729623597297,5.82880771890916,5.22314728537704
