time_s,position_mm,velocity_m_s,current_A,force_N,restoring_force_N,back_emf_V,flux_linkage_Wb
0.0201,1.09,0.0,0.2011851953651165,342.3790496211066,6.635,0.0,3.352624953548494
0.020200000000000003,1.09,0.0,0.20219391228762199,345.6484959059681,6.635,0.0,3.368601185594879
0.020300000000000002,1.09,0.0,0.20320229370669304,348.9292922245692,6.635,0.0,3.384557245255448
0.0204,1.09,0.0,0.20421034728930837,352.2213805498269,6.635,0.0,3.400493139214384
0.0205,1.09,0.0,0.2052180810452536,355.5247028798729,6.635,0.0,3.416408873954424
0.0206,1.09,0.0,0.2062255038693449,358.8392013882896,6.635,0.0,3.432304455808583
0.0207,1.09,0.0,0.20723262528374295,362.1648183016415,6.635,0.0,3.44817989093962
0.020800000000000003,1.09,0.0,0.20823945530384985,365.5014960278265,6.635,0.0,3.464035185328045
0.020900000000000002,1.09,0.0,0.2092460042896479,368.8491768821248,6.635,0.0,3.479870344746166
0.021,1.09,0.0,0.21025228295221488,372.207803320738,6.635,0.0,3.495685374765463
0.0211,1.09,0.0,0.21125830229395431,375.5773179491474,6.635,0.0,3.511480280745327
0.0212,1.09,0.0,0.21226407342882092,378.9576631480844,6.635,0.0,3.527255067812865
0.0213,1.09,0.0,0.21326960770791262,382.3487815027563,6.635,0.0,3.543009740879097
0.021400000000000002,1.09,0.0,0.21427491659252804,385.7506155663834,6.635,0.0,3.558744304623853
0.021500000000000002,1.09,0.0,0.2152800117885085,389.1631080069727,6.635,0.0,3.574458763495311
0.0216,1.09,0.0,0.21628490504896003,392.5862013776747,6.635,0.0,3.590153121701707
0.0217,1.09,0.0,0.2172896082317725,396.019838230988,6.635,0.0,3.605827383210742
0.0218,1.09,0.0,0.21829413341864184,399.4639613125779,6.635,0.0,3.621481551758262
0.0219,1.09,0.0,0.21929849265020027,402.9185131453236,6.635,0.0,3.637115630828722
0.022000000000000002,1.09,0.0,0.22030269802191355,406.3834362563853,6.635,0.0,3.652729623661046
